Name	Source: Name	Aliases or alternative spellings (semi-colon separated)	Source: Aliases or alternative spellings	Organization	Source: Organization	Role	Source: Role	Title (official title)	Source: Title	Rank	Source: Rank
Victor Unachukwu	c6e967b0-486b-4449-b2a5-f39a7effee48			223 Armoured Battalion	c6e967b0-486b-4449-b2a5-f39a7effee48	Commander	c6e967b0-486b-4449-b2a5-f39a7effee48			Lieutenant Colonel	c6e967b0-486b-4449-b2a5-f39a7effee48
Mathew Oyekola	8ea54fb2-80ce-4e6e-9e24-672775fb05ef;bf2a26ae-15a0-46d1-ab8b-08cdcf3c12bb;d56641bb-9bfc-492d-865c-8e57aa6e94ea			222 Battalion	8ea54fb2-80ce-4e6e-9e24-672775fb05ef;bf2a26ae-15a0-46d1-ab8b-08cdcf3c12bb;d56641bb-9bfc-492d-865c-8e57aa6e94ea	Commander	8ea54fb2-80ce-4e6e-9e24-672775fb05ef;bf2a26ae-15a0-46d1-ab8b-08cdcf3c12bb;d56641bb-9bfc-492d-865c-8e57aa6e94ea			Lieutenant Colonel	8ea54fb2-80ce-4e6e-9e24-672775fb05ef;bf2a26ae-15a0-46d1-ab8b-08cdcf3c12bb;d56641bb-9bfc-492d-865c-8e57aa6e94ea
Victor Ibeh	b2624df4-5c23-4cca-91cd-f9e4fad02ac2;9ebe34e5-f1df-4d61-8312-537e0cfc9dd0			222 Battalion	b2624df4-5c23-4cca-91cd-f9e4fad02ac2;9ebe34e5-f1df-4d61-8312-537e0cfc9dd0	Commander	b2624df4-5c23-4cca-91cd-f9e4fad02ac2;9ebe34e5-f1df-4d61-8312-537e0cfc9dd0			Lieutenant Colonel	b2624df4-5c23-4cca-91cd-f9e4fad02ac2;9ebe34e5-f1df-4d61-8312-537e0cfc9dd0
AB Marwa	a2922c4e-d151-4b62-b0e1-bfe41d1af48c			22 Armoured Brigade	a2922c4e-d151-4b62-b0e1-bfe41d1af48c	Commander	a2922c4e-d151-4b62-b0e1-bfe41d1af48c			Brigadier General	a2922c4e-d151-4b62-b0e1-bfe41d1af48c
Abubakar Ahmed	b074f227-ce2c-4f2a-a54b-dc24cffa4a00			22 Armoured Brigade	b074f227-ce2c-4f2a-a54b-dc24cffa4a00	Commander	b074f227-ce2c-4f2a-a54b-dc24cffa4a00			Lieutenant Colonel	b074f227-ce2c-4f2a-a54b-dc24cffa4a00
Idris Muhammed	6358189f-d406-45a2-be3d-ebbc45258744			22 Armoured Brigade	6358189f-d406-45a2-be3d-ebbc45258744	Commander	6358189f-d406-45a2-be3d-ebbc45258744			Brigadier General	6358189f-d406-45a2-be3d-ebbc45258744
Ishiaku Dikko	4600bd9e-961a-4261-93ef-abd67c71cdfd	Ishiaku ; I.A. Dikko	4600bd9e-961a-4261-93ef-abd67c71cdfd;0f190f37-c917-43c8-b493-f27e9985b158	22 Armoured Brigade	4600bd9e-961a-4261-93ef-abd67c71cdfd;4600bd9e-961a-4261-93ef-abd67c71cdfd	Commander	4600bd9e-961a-4261-93ef-abd67c71cdfd	General Officer Commanding	4600bd9e-961a-4261-93ef-abd67c71cdfd	Brigadier General	4600bd9e-961a-4261-93ef-abd67c71cdfd
Oluwaseun Olayinka Oshinowo	11bca757-95bd-4a24-b1f4-321fee70e000	Oluwaseun Oshinowo ; OO Oshinowo ; O.O Oshinowo ; O.O. Oshinowo ; Oluwaseun O. Oshinowo ; Oluwaseun Oshinowo ; Olayinka Oshinowo	a2922c4e-d151-4b62-b0e1-bfe41d1af48c;17a7a0b4-17d8-47bf-9a00-c2c1c99c5685;9765187c-ccfc-4ad5-8df2-13dd99a99a6a;cfa136b7-3505-4b71-b476-e3fad765cc0e;3fe51622-986e-4ca6-9621-f367c588f752;de9c1ef9-236d-49b7-8afc-b91dc45c018b;6d8d6c4d-317e-4f9f-bbf0-35e190c15374	22 Armoured Brigade	a2922c4e-d151-4b62-b0e1-bfe41d1af48c	Commander	a2922c4e-d151-4b62-b0e1-bfe41d1af48c			Brigadier General	a2922c4e-d151-4b62-b0e1-bfe41d1af48c
Saidu Bello	b074f227-ce2c-4f2a-a54b-dc24cffa4a00;10cd836e-7eaf-41f0-8087-682aa5e8821f;899ba60d-7bf4-4edf-b9ec-0efca7c1dce2	S.B Bello	c96c9fa4-7d87-4698-aa1a-ce2608b8b0d9	22 Armoured Brigade	c96c9fa4-7d87-4698-aa1a-ce2608b8b0d9;b074f227-ce2c-4f2a-a54b-dc24cffa4a00;10cd836e-7eaf-41f0-8087-682aa5e8821f;899ba60d-7bf4-4edf-b9ec-0efca7c1dce2	Commander	c96c9fa4-7d87-4698-aa1a-ce2608b8b0d9;b074f227-ce2c-4f2a-a54b-dc24cffa4a00;10cd836e-7eaf-41f0-8087-682aa5e8821f;899ba60d-7bf4-4edf-b9ec-0efca7c1dce2			Brigadier General	c96c9fa4-7d87-4698-aa1a-ce2608b8b0d9;b074f227-ce2c-4f2a-a54b-dc24cffa4a00;10cd836e-7eaf-41f0-8087-682aa5e8821f;899ba60d-7bf4-4edf-b9ec-0efca7c1dce2
Saleh Maina	878aa1dd-a72f-4508-b050-fdde249bae9e;6a0eb466-f1ee-4851-9550-2de757f82f0c;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;a8f056ec-010e-4e4a-8f19-73b5bea91fd2;5283e2de-60bb-4286-b941-e35938d9ff3c;f22167e9-0586-44c4-9690-d3a46fd769d0;c8bc3668-4ee8-4c50-b2e4-b82816c141ef;46765dc0-78a8-4266-a8f3-8ebb44108685;7cd84c10-e011-4f4e-bedc-67da5422020c;bbac1cf1-2414-4be2-b566-32d40004b45a;106bf4eb-3464-4d03-8d95-e3802a8369a1	S. Maina	15c50319-cc70-4cae-8116-54a336cac8f7	22 Armoured Brigade	878aa1dd-a72f-4508-b050-fdde249bae9e;6a0eb466-f1ee-4851-9550-2de757f82f0c	Commander	878aa1dd-a72f-4508-b050-fdde249bae9e;6a0eb466-f1ee-4851-9550-2de757f82f0c			Brigadier General	878aa1dd-a72f-4508-b050-fdde249bae9e;6a0eb466-f1ee-4851-9550-2de757f82f0c
A.A. Babalola	264e87e7-dc2b-4fe1-809f-5121511c74ef			212 Tank Battalion	264e87e7-dc2b-4fe1-809f-5121511c74ef	Commander	264e87e7-dc2b-4fe1-809f-5121511c74ef				
AG Nora	76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1			21 Special Forces Brigade	76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	Commander	76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	Acting Commander	76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	Colonel	76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1
Adama Garba Laka	1fca53f8-a983-4dc6-ad12-531e8c0b4227	Adamu Laka	74d941bf-fc98-448a-940e-6e48a68e0209;92afd7db-26be-4eed-b0b6-4b18eb521df0	21 Armoured Brigade	74d941bf-fc98-448a-940e-6e48a68e0209;1fca53f8-a983-4dc6-ad12-531e8c0b4227;92afd7db-26be-4eed-b0b6-4b18eb521df0	Commander	74d941bf-fc98-448a-940e-6e48a68e0209;1fca53f8-a983-4dc6-ad12-531e8c0b4227;92afd7db-26be-4eed-b0b6-4b18eb521df0			Brigadier General	74d941bf-fc98-448a-940e-6e48a68e0209;1fca53f8-a983-4dc6-ad12-531e8c0b4227
AG Nora	76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1			21 Armoured Brigade	76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	Commander	76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	Acting Commander	76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1	Colonel	76fc2c07-4ce9-4c9a-8c95-6bfb88c08ec1
Garba Audu	92afd7db-26be-4eed-b0b6-4b18eb521df0			21 Armoured Brigade	92afd7db-26be-4eed-b0b6-4b18eb521df0	Commander	92afd7db-26be-4eed-b0b6-4b18eb521df0			Brigadier General	92afd7db-26be-4eed-b0b6-4b18eb521df0
Ibrahim Hassan Ndaliman	c754332b-f3fe-4616-9c6e-efa3efddd483;6145eee8-74cf-4cec-bf7e-4ef1832c95b7;bae6cc39-7524-4d3e-a1b0-ac3c1e12127d;6f908146-fff9-4c85-9d7c-6a342cc6fcf3			21 Armoured Brigade	c754332b-f3fe-4616-9c6e-efa3efddd483;6145eee8-74cf-4cec-bf7e-4ef1832c95b7;bae6cc39-7524-4d3e-a1b0-ac3c1e12127d;6f908146-fff9-4c85-9d7c-6a342cc6fcf3	Commander	c754332b-f3fe-4616-9c6e-efa3efddd483;6145eee8-74cf-4cec-bf7e-4ef1832c95b7;bae6cc39-7524-4d3e-a1b0-ac3c1e12127d;6f908146-fff9-4c85-9d7c-6a342cc6fcf3			Brigadier General	c754332b-f3fe-4616-9c6e-efa3efddd483;6145eee8-74cf-4cec-bf7e-4ef1832c95b7;bae6cc39-7524-4d3e-a1b0-ac3c1e12127d;6f908146-fff9-4c85-9d7c-6a342cc6fcf3
John Ekperene	c1d00622-d72c-4246-a96b-d94fa6e83975			21 Armoured Brigade	c1d00622-d72c-4246-a96b-d94fa6e83975	Chief of Staff	c1d00622-d72c-4246-a96b-d94fa6e83975			Colonel	c1d00622-d72c-4246-a96b-d94fa6e83975
